score0_mean,GamestateNum,RunNum0,SetNum0,Deadwood0,Hitscore0,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,1B,2B,3B,4B,5B,6B,7B,8B,9B,10B,11B,12B,13B,1C,2C,3C,4C,5C,6C,7C,8C,9C,10C,11C,12C,13C,1D,2D,3D,4D,5D,6D,7D,8D,9D,10D,11D,12D,13D,1A1B,1A1C,1A1D,1A2A,1B1C,1B1D,1B2B,1C1D,1C2C,1D2D,2A2B,2A2C,2A2D,2A3A,2B2C,2B2D,2B3B,2C2D,2C3C,2D3D,3A3B,3A3C,3A3D,3A4A,3B3C,3B3D,3B4B,3C3D,3C4C,3D4D,4A4B,4A4C,4A4D,4A5A,4B4C,4B4D,4B5B,4C4D,4C5C,4D5D,5A5B,5A5C,5A5D,5A6A,5B5C,5B5D,5B6B,5C5D,5C6C,5D6D,6A6B,6A6C,6A6D,6A7A,6B6C,6B6D,6B7B,6C6D,6C7C,6D7D,7A7B,7A7C,7A7D,7A8A,7B7C,7B7D,7B8B,7C7D,7C8C,7D8D,8A8B,8A8C,8A8D,8A9A,8B8C,8B8D,8B9B,8C8D,8C9C,8D9D,9A9B,9A9C,9A9D,9A10A,9B9C,9B9D,9B10B,9C9D,9C10C,9D10D,10A10B,10A10C,10A10D,10A11A,10B10C,10B10D,10B11B,10C10D,10C11C,10D11D,11A11B,11A11C,11A11D,11A12A,11B11C,11B11D,11B12B,11C11D,11C12C,11D12D,12A12B,12A12C,12A12D,12A13A,12B12C,12B12D,12B13B,12C12D,12C13C,12D13D,13A13B,13A13C,13A13D,13B13C,13B13D,13C13D,e1A,e2A,e3A,e4A,e5A,e6A,e7A,e8A,e9A,e10A,e11A,e12A,e13A,e1B,e2B,e3B,e4B,e5B,e6B,e7B,e8B,e9B,e10B,e11B,e12B,e13B,e1C,e2C,e3C,e4C,e5C,e6C,e7C,e8C,e9C,e10C,e11C,e12C,e13C,e1D,e2D,e3D,e4D,e5D,e6D,e7D,e8D,e9D,e10D,e11D,e12D,e13D
73.0,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.22100313058444573,0.0,0.19058936628958467,0.0,0.19199431144770096,0.22999679796535485,0.22779599294322544,0.0,0.4079950139885135,0.19214716462443826,0.5579670026026139,0.4281776262523303,0.0,0.22428673191347012,0.0,0.21539732742660245,0.1846015614859224,0.26377788717815165,0.2523461151153212,0.3007622456818945,0.0,0.0,0.0,0.5381954514727922,0.3806667553837748,0.0,0.0,0.0,0.2261934942501514,0.18066848251967546,0.25288251537239154,0.28847494259727496,0.24361053126791396,0.0,0.3694154392444338,0.2241455877974433,0.3039169108566939,0.0,0.0,0.2326879260589971,0.2132574063741771,0.22014787195500785,0.18612260623125712,0.2665688312497082,0.0,0.243103726711988,0.1809461096892745,0.0,0.0,0.3977719969807167,0.3653112765821112,0.0
39.0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.4012775894692015,0.19894297386787724,0.3112165438079933,0.2934244404316415,0.3787833226076733,0.3365906062152625,0.0,0.0,0.0,0.0,0.0,0.4961885160055809,0.1600499483228334,0.35609795593911137,0.21756722501830034,0.2985733557586476,0.0,0.0,0.3173342980942045,0.0,0.0,0.2940907966671425,0.0,0.0,0.0,0.0,1.0,0.0,0.18630800911232875,0.19702417289846075,0.20271615705440688,0.0,0.0,0.0,1.0,0.5447309152381941,0.5076739008355741,0.0,0.0,0.3083747903138335,0.20752541471263625,0.0,0.0,0.31787897191884124,0.0,0.0,0.0,0.6465008868726413,0.0,0.1088850150288364,0.0,0.0
52.0,0,1,2,9,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150943617879711,0.11468040070164427,0.0,0.0,0.15493292995718086,0.1920874441200901,0.22717898299684114,0.0,0.0,0.0,0.14398316142796294,0.4691987907983851,0.0,0.15514815707814092,0.11319122891155806,0.14206388090551691,0.14765866048363188,0.0,0.1978123194513783,0.23433985660180315,0.3316314076884051,0.4241481322981239,0.3546105073690028,0.289384534314586,0.621232661532078,0.4570194647148322,0.1195189098011314,0.0,0.0,0.1489894954163991,0.0,0.20910658655103706,0.23107899824169986,0.2838453408540725,0.4337379551992143,0.2539546234737166,0.0,0.5463616494019926,0.3377673092574271,0.15227643107676073,0.11400945368366315,0.0,0.1531357640766894,0.0,0.19924527430001165,0.2304002684156173,0.3188223803394147,0.0,0.21168631447285802,0.0,0.4209889206109981,0.0
75.0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19623110929277554,0.1921698894959636,0.1954381544983584,0.1985079382504616,0.2048427907784855,0.2363660169324298,0.2693052758711117,0.3024085136237723,0.3542322843763889,0.1956007740731972,0.0,0.196468824594845,0.4054789634724129,0.1962675748514552,0.19293506764318671,0.19733449545034826,0.2003138462704471,0.0,0.0,0.0,0.3088959511306411,0.3759375666546738,0.0,0.2606666067283623,0.28127612974819616,0.4418273725585976,0.194570326053376,0.19559266229305936,0.0,0.0,0.2137871285290926,0.2318565629358313,0.2549415841400878,0.2707568435571727,0.27331209190885125,0.0,0.13384354046742927,0.2256831077080525,0.4059093620186969,0.18825086412724026,0.18875554387209004,0.0,0.0,0.0,0.0,0.2692091834755311,0.3050235409051629,0.3515667995610782,0.11689902415489653,0.0,0.0,0.3470900181781181
42.0,0,3,0,0,5,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.08929688356944836,0.0,0.1698482655837722,0.2340243814401721,0.33884095833250744,0.0,0.4967659961362139,0.0,0.7366927627445978,0.0777831437201777,0.0,0.03704203209612778,0.0,0.07707162776056624,0.1005434933955964,0.20276647813305687,0.0,0.0,0.0,0.4249108784722727,0.0,0.0,0.0,0.0,0.0,0.05923963492963207,0.09288310853899867,0.13105200394787775,0.0,0.24759693837020955,0.3883740781755489,0.0,0.0,0.2843926606735502,0.7255191267715326,0.07085869665035982,0.04968453943569608,0.07538265688305072,0.06577302767280545,0.09260746553424264,0.11911540650412845,0.1721819591624792,0.2878574774537058,0.0,0.2544075698870485,0.5529623666535004,0.0,0.7960682366248049
65.0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.05860879952362095,0.09184087970991506,0.09263200039843608,0.0820979361602856,0.11556773441811835,0.17605981116582853,0.0,0.0,0.0,0.3743755623222191,0.0,0.051112755202706604,0.060738210301348,0.0,0.08437585694592732,0.09176350812106968,0.11133533428024832,0.15176330830223925,0.2990680030482604,0.4208353622912156,0.0,0.0,0.0,0.7935796262630468,0.0,0.06894047571664189,0.0,0.08558779390664663,0.06915460076015402,0.0,0.0,0.18296402673541104,0.252157824760495,0.0,0.33312608821894396,0.0,0.780792546499073,0.05041754700605576,0.0605719601412579,0.08685243460175764,0.08550271444041561,0.08595498695959869,0.11665089170294372,0.14309721978446366,0.29124053062996713,0.416906124369298,0.0,0.7790080030538773,0.0,0.8188834028762788
45.0,0,1,2,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118935970180383,0.11962197276619888,0.1477926843063145,0.12660268391701696,0.0,0.0,0.0,0.05511869866618373,0.0,0.0,0.14301481071641214,0.0,0.0,0.11015242895234888,0.1335518029180052,0.10672080098474948,0.0,0.1649806482236169,0.09307498391454562,0.0,0.15779683512659254,0.36951216221755867,0.9593043683953436,1.0,0.7136547260081708,0.0,0.1284493951154446,0.0,0.13587300765015553,0.09686295854969623,0.13290588795062647,0.0,0.0,0.0,0.0,0.0,0.0,0.29323021364358803,0.4749039551359074,0.0,0.0,0.09815512893217668,0.12692858077871527,0.22312436881267966,0.0,0.1746282145267761,0.10565907941552438,0.11931647920717332,0.2966905403371746,0.0,0.0,0.17846848456497325
68.0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.14700113641734286,0.15587574005641255,0.12661601828987684,0.0,0.15255936463398276,0.20945388278108826,0.2694140465170461,0.3741434745111801,0.30248108049704925,0.0,0.4683562041791426,0.5459917977846017,0.0,0.1441789932425207,0.14294973593779692,0.1226098285346026,0.0,0.15335160174062404,0.2300605764549628,0.2559124896311318,0.3975108048502348,0.0,0.16367338589440528,0.0,0.6575289525165613,0.0,0.14976856499199814,0.17393961448324924,0.16106885165236828,0.11205881180078216,0.17852097281238033,0.2307756003233225,0.34546753165572713,0.4072164418442913,0.32500325761024035,0.0,0.0,0.4935345520368536,0.7332345928282329,0.12802698404111068,0.0,0.0,0.0,0.0,0.23801708140821626,0.263286898799805,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0,1,2,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2274400188947473,0.18937581636213907,0.2199459641589067,0.1417946197467674,0.25337146014120626,0.2976783974710661,0.28498781809339874,0.5088174967921335,0.4174387052107544,0.0,0.4130283976230975,0.0,0.0,0.22844086786439066,0.0,0.2216826680876781,0.14045303556532548,0.23490540401931045,0.2387114527075861,0.0,0.3801606020110935,0.0,0.0,0.4257997056415311,0.2239972750108525,0.2189900446292444,0.21997175425561427,0.18972011153838145,0.1813134144456604,0.0,0.20335150357960646,0.2813209456759853,0.2376863755900849,0.4475818462770646,0.0,0.0,0.0,0.0,0.0,0.21110243364091688,0.19796107321226666,0.0,0.0,0.2157058011994304,0.22653529371106265,0.2227323608288202,0.4581673028025848,0.2906925169147405,0.0,0.38824728732441055,0.2083718069249968
72.0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2224515432727628,0.23224834461430746,0.2545753577826321,0.2290880399928913,0.2167433057249889,0.0,0.0,0.09207673202271227,0.0,0.0,0.0840924788736144,0.21862841118859053,0.5299899828319683,0.25701161339489703,0.0,0.2639607775913831,0.0,0.0,0.0,0.0,0.0,0.18609256606940547,0.15485281864735245,0.20234714196173467,0.0,0.4910042795963821,0.2305196847544685,0.22043320986367212,0.25314612797171104,0.0,0.27481583273063204,0.2425958467836984,0.3693235320258512,0.5194932436636592,0.1943907588884372,0.17462128727293458,0.3799726501436605,0.3201871966696262,0.6027165281742304,0.3508554528830257,0.0,0.3046513364509881,0.0,0.3414012954082893,0.22672649819161075,0.0,0.0,0.0,0.0,0.06913846064973696,0.2462446942349392,0.3479846533946076
43.0,0,2,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11343507866571385,0.0,0.0886385136557991,0.08519947451882245,0.0,0.15162170337728678,0.3476355435782224,0.5985706528374671,0.0,0.0,0.0,0.0,0.0,0.10801729134695977,0.08259739416144714,0.18125256192609526,0.2545876418812724,1.0,0.4507674770060588,0.5207640374062468,0.0,0.0,0.0,0.0,0.0,0.0,0.11603567611633893,0.07346103354400604,0.11153561663210412,0.09863192047634878,0.29320693460652664,0.18501809606083972,0.3363635356684393,0.4593624236951461,0.0,0.0,0.0,0.0,0.6577160960588812,0.10436982277186306,0.0,0.0767027923870378,0.0,0.0,0.0,0.3980868230080209,0.6900568072110191,0.0,0.316697395967623,0.0,0.0,0.7513130191549718
38.0,0,1,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32379986226163965,0.0,0.5440438707182046,1.0,0.0,0.4656398298805032,0.08706870683162382,0.0,0.0,0.0,0.0,0.14251172882412882,0.0,0.0,0.4622523520916443,0.3617695903896293,0.6617553289790212,0.0,0.2379453557894517,0.0,0.0,0.07627524501160811,0.08402446908312536,0.17484913980219915,0.0,0.3346892497073427,0.3865968546501118,0.4658101216899458,0.0,0.5481598908117921,0.5651566352710613,0.0,0.0,0.0,0.04176365322824263,0.0,0.13574610380360774,0.28431481028902433,0.3389971447588521,0.3764512653454661,0.0,0.36324251831845417,0.4846809450973079,0.0,0.0,0.0,0.0,0.0,0.04910335052702985,0.0,0.0,0.0
45.0,0,3,3,0,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2889237061531134,0.2311364405700389,0.0,0.17167207660050138,0.3082122495295096,0.24470500125102265,0.0,0.0,0.0,0.0,0.0,0.6296679065754869,0.0,0.2797833760782702,0.22486462822391687,0.167333615851695,0.0,0.21475700354464386,0.18778315624486186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2758465986938853,0.2533826357946225,0.0,0.0,0.26206558056587353,0.0,0.0,0.0,0.0,0.0,0.0,0.6969504402677751,0.4867757593176216,0.2534652146959651,0.2464113854475885,0.18914527185328472,0.2375594890995421,0.25187204013757336,0.0,0.5212684521495922,0.5158960363894916,0.4327066914376536,0.6617429126345784,0.5494033397409626,0.0,0.0
57.0,0,3,3,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1622321384626621,0.0,0.13127581241349673,0.3537487471440165,0.0,0.6284454334425081,0.0,0.0,0.0,0.0,0.5765852274964853,0.17309386711213626,0.16441872917898095,0.14386697125576595,0.0,0.0,0.3620842653492534,0.25768194842057474,0.0,0.0,0.0,0.0,0.0,0.7534592625037642,0.1398804759343052,0.0,0.2873908381698944,0.1655624853807708,0.19293650692552944,0.5750393375362924,0.30436052386082635,0.0,0.0,0.0,0.4189403264217494,0.0,0.0,0.0,0.26285863775234697,1.0,0.1594963454111812,0.0,0.4895398694153335,0.4821877077297964,0.0,0.5662620896379407,0.0,0.0,0.0,0.0
54.0,0,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.03635153304165863,0.0,0.03453215404754867,0.0911623940431024,0.06297605157972316,0.0704404822759431,0.1340605757660571,0.0,0.2490383418531757,0.2340572924709156,0.0,0.0,0.8383698781533757,0.027480733859758584,0.0,0.026246897868172463,0.0,0.04049534919525069,0.0,0.0953765698347695,0.0,0.1987892199699388,0.0,0.2245532348558784,0.0,0.7551508518868476,0.03517333861671778,0.0,0.0,0.07607852923338883,0.06566273401033519,0.06253832705426712,0.13042814634312186,0.07888592693545476,0.0,0.0,0.306018769341081,0.0,0.9050071951092661,0.0,0.07144353243372033,0.0,1.0,0.10146559978168232,0.07077073105029763,0.08622372057930099,0.0,0.11987209316116244,0.2634800844041838,0.0,0.0,0.7496903411995619
48.0,0,2,1,0,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17481660547081626,0.11378157461612635,0.1295123090076387,0.09525283869910403,0.17380386908933493,0.19018233423801653,0.7436631155722397,0.0,0.0,0.0,0.0,0.2776084462421212,0.0,0.15293300349946815,0.1018782565734586,0.12644516170296066,0.0,0.1451904073964166,0.2417578847144281,0.7926329755860311,0.21386985828043056,0.0,0.0,0.0,0.0,0.0,0.1659069082778721,0.0,0.08499485605757384,0.0,0.0,0.14952567817224754,0.6111938448408571,0.0,0.15906121048237334,0.39743750414962997,0.0,0.4020382117323648,0.0,0.1510853485136877,0.09647328239914524,0.1385919380658458,0.11215991020485812,0.28924219880162194,0.5730125286015195,1.0,0.0,0.0,0.4461549332142505,0.1941018974609019,0.0,0.0
51.0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.2410105880094811,0.16122577715647868,0.0,0.2495064844549633,0.3210545834195378,0.2866110297272675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2855294199900368,0.0,0.1894570729403514,0.3090053821877292,0.22114061479172364,0.0,0.4640329395128849,0.0,0.3232664185750289,0.8111947270965295,0.0,0.0,0.0,0.3014830729832625,0.24585287952361864,0.2969853973480366,0.3189175100305458,0.29551415474446185,0.3199913192238936,0.0,0.7315635667629721,0.0,0.4807355897977328,0.0,0.0,0.0,0.3874993196062096,0.0,0.0,0.22076298257742544,0.0,0.0,0.4827448637758226,0.5809175177767639,0.0,0.0,0.0,0.0,0.0
